order_id,orderDate,customer_id,Resturant_ID,Fooditem,quantity,deliver_status,payment_method
256350,13-04-2023,14,216,2160,7,Delivered,UPI
256351,13-04-2023,25,212,2147,6,Delivered,UPI
256352,13-04-2023,25,212,2146,2,Delivered,COD
256353,13-04-2023,4,213,2150,2,Delivered,COD
256354,13-04-2023,7,217,2164,6,Delivered,UPI
256355,13-04-2023,4,211,2142,5,Delivered,UPI
256356,13-04-2023,12,211,2144,9,Delivered,UPI
256357,13-04-2023,25,211,2144,5,Delivered,UPI
256358,13-04-2023,25,212,2147,2,Delivered,Card
256359,13-04-2023,3,214,2151,8,Delivered,UPI
256360,13-04-2023,25,212,2146,4,Delivered,UPI
256361,14-04-2023,8,213,2150,5,Delivered,UPI
256362,14-04-2023,3,217,2164,3,Delivered,COD
256363,14-04-2023,12,211,2142,1,Delivered,UPI
256364,14-04-2023,4,212,2147,5,Delivered,UPI
256365,14-04-2023,3,217,2164,7,Delivered,UPI
256366,14-04-2023,25,212,2145,8,Cancelled,Card
256367,14-04-2023,1,213,2148,5,Delivered,UPI
256368,14-04-2023,7,211,2141,8,Delivered,UPI
256369,14-04-2023,19,214,2153,7,Delivered,UPI
256370,14-04-2023,7,211,2142,6,Delivered,COD
256371,14-04-2023,4,212,2145,1,Delivered,COD
256372,14-04-2023,30,217,2164,9,Delivered,COD
256373,14-04-2023,5,213,2150,9,Cancelled,UPI
256374,14-04-2023,30,212,2145,9,Delivered,UPI
256375,14-04-2023,9,212,2147,6,Delivered,UPI
256376,14-04-2023,19,212,2147,10,Cancelled,COD
256377,14-04-2023,12,212,2145,10,Delivered,UPI
256378,14-04-2023,7,212,2146,3,Delivered,UPI
256379,14-04-2023,27,214,2153,7,Delivered,UPI
256380,14-04-2023,7,211,2143,4,Delivered,UPI
256381,14-04-2023,4,217,2165,9,Delivered,UPI
256382,14-04-2023,25,212,2145,8,Delivered,UPI
256383,14-04-2023,4,214,2151,10,Delivered,UPI
256384,14-04-2023,25,211,2141,1,Delivered,COD
256385,14-04-2023,16,214,2154,6,Delivered,Card
256386,14-04-2023,30,213,2149,8,Delivered,UPI
256387,14-04-2023,4,211,2141,2,Delivered,UPI
256388,14-04-2023,25,212,2145,2,Delivered,UPI
256389,14-04-2023,4,212,2147,4,Delivered,COD
256390,14-04-2023,19,214,2151,3,Delivered,UPI
256391,14-04-2023,22,214,2153,5,Delivered,COD
256392,14-04-2023,25,211,2144,1,Delivered,UPI
256393,14-04-2023,6,214,2155,4,Delivered,UPI
256394,14-04-2023,25,212,2147,4,Delivered,UPI
256395,14-04-2023,22,217,2164,1,Delivered,UPI
256396,14-04-2023,25,211,2143,1,Delivered,UPI
256397,14-04-2023,25,212,2147,8,Delivered,COD
256398,14-04-2023,4,212,2146,5,Delivered,COD
256399,14-04-2023,29,213,2149,3,Delivered,UPI
256400,14-04-2023,4,212,2145,1,Delivered,UPI
256401,14-04-2023,4,213,2148,4,Delivered,UPI
256402,14-04-2023,4,214,2153,5,Delivered,UPI
256403,14-04-2023,15,212,2147,7,Delivered,UPI
256404,14-04-2023,7,211,2142,1,Delivered,UPI
256405,14-04-2023,4,212,2147,4,Delivered,COD
256406,14-04-2023,4,213,2149,2,Delivered,COD
256407,15-04-2023,6,211,2142,10,Delivered,COD
256408,15-04-2023,4,217,2167,2,Delivered,UPI
256409,15-04-2023,5,211,2141,8,Delivered,Card
256410,15-04-2023,27,212,2147,10,Delivered,UPI
256411,15-04-2023,22,217,2164,1,Cancelled,UPI
256412,15-04-2023,8,214,2155,9,Delivered,UPI
256413,15-04-2023,22,214,2154,4,Delivered,UPI
256414,15-04-2023,4,212,2147,5,Delivered,UPI
256415,15-04-2023,19,211,2142,5,Delivered,COD
256416,15-04-2023,25,213,2149,4,Delivered,UPI
256417,15-04-2023,19,211,2143,8,Delivered,UPI
256418,15-04-2023,1,213,2148,4,Delivered,UPI
256419,15-04-2023,17,213,2149,3,Delivered,COD
256420,15-04-2023,25,214,2152,2,Delivered,COD
256421,15-04-2023,26,211,2142,9,Delivered,UPI
256422,15-04-2023,25,214,2151,4,Delivered,UPI
256423,15-04-2023,17,213,2150,6,Delivered,UPI
256424,15-04-2023,4,214,2154,1,Delivered,Card
256425,15-04-2023,18,213,2150,7,Delivered,COD
256426,15-04-2023,17,214,2153,6,Delivered,UPI
256427,15-04-2023,4,216,2163,5,Delivered,COD
256428,15-04-2023,4,214,2154,1,Delivered,COD
256429,15-04-2023,6,211,2142,6,Delivered,UPI
256430,15-04-2023,25,216,2160,3,Delivered,UPI
256431,15-04-2023,27,216,2163,6,Delivered,UPI
256432,15-04-2023,4,214,2152,3,Cancelled,Card
256433,15-04-2023,16,212,2145,10,Delivered,UPI
256434,15-04-2023,1,212,2145,10,Delivered,COD
256435,15-04-2023,26,214,2153,2,Delivered,COD
256436,15-04-2023,17,212,2145,7,Delivered,UPI
256437,15-04-2023,2,216,2162,8,Delivered,UPI
256438,15-04-2023,25,212,2147,10,Delivered,UPI
256439,15-04-2023,15,212,2147,7,Delivered,UPI
256440,15-04-2023,9,213,2150,4,Delivered,UPI
256441,15-04-2023,16,211,2141,3,Delivered,UPI
256442,15-04-2023,1,211,2142,10,Delivered,UPI
256443,16-04-2023,19,217,2165,9,Delivered,UPI
256444,16-04-2023,7,214,2155,3,Delivered,UPI
256445,16-04-2023,23,211,2141,5,Delivered,UPI
256446,16-04-2023,24,217,2164,3,Delivered,Card
256447,16-04-2023,30,213,2148,4,Delivered,UPI
256448,16-04-2023,25,214,2155,8,Delivered,UPI
256449,16-04-2023,23,216,2163,10,Delivered,UPI
256450,16-04-2023,21,211,2142,9,Delivered,COD
256451,16-04-2023,9,213,2149,10,Delivered,COD
256452,16-04-2023,11,216,2161,8,Delivered,COD
256453,16-04-2023,29,213,2148,5,Cancelled,UPI
256454,16-04-2023,27,211,2141,8,Delivered,UPI
256455,16-04-2023,9,217,2165,10,Delivered,COD
256456,16-04-2023,23,211,2141,5,Delivered,UPI
256457,16-04-2023,20,212,2145,6,Delivered,UPI
256458,16-04-2023,13,213,2150,6,Delivered,UPI
256459,16-04-2023,25,214,2152,10,Delivered,UPI
256460,16-04-2023,12,211,2143,9,Delivered,UPI
256461,16-04-2023,1,211,2144,3,Delivered,COD
256462,16-04-2023,17,211,2142,2,Delivered,UPI
256463,16-04-2023,25,211,2144,7,Cancelled,COD
256464,16-04-2023,9,213,2148,7,Delivered,UPI
256465,16-04-2023,18,214,2152,9,Delivered,UPI
256466,16-04-2023,6,216,2163,4,Delivered,UPI
256467,16-04-2023,25,217,2165,9,Delivered,UPI
256468,16-04-2023,17,217,2164,10,Cancelled,COD
256469,16-04-2023,4,214,2154,1,Delivered,UPI
256470,16-04-2023,25,212,2146,6,Delivered,UPI
256471,16-04-2023,25,212,2147,6,Delivered,UPI
256472,16-04-2023,25,213,2149,5,Delivered,UPI
256473,16-04-2023,4,217,2164,3,Delivered,UPI
256474,16-04-2023,3,214,2155,8,Delivered,UPI
256475,16-04-2023,9,212,2147,9,Delivered,COD
256476,16-04-2023,25,214,2155,9,Cancelled,UPI
256477,16-04-2023,14,211,2142,1,Delivered,COD
256478,16-04-2023,6,212,2147,3,Delivered,COD
256479,16-04-2023,15,212,2147,3,Delivered,Card
256480,16-04-2023,25,217,2164,9,Delivered,UPI
256481,16-04-2023,4,213,2150,2,Delivered,UPI
256482,16-04-2023,10,212,2147,6,Delivered,UPI
256483,16-04-2023,4,212,2147,10,Delivered,UPI
256484,16-04-2023,8,211,2141,3,Delivered,COD
256485,16-04-2023,2,216,2163,10,Delivered,UPI
256486,16-04-2023,24,211,2144,6,Delivered,UPI
256487,16-04-2023,7,214,2155,7,Delivered,UPI
256488,16-04-2023,23,211,2141,4,Delivered,UPI
256489,17-04-2023,4,212,2147,10,Delivered,COD
256490,17-04-2023,4,211,2142,1,Delivered,Card
256491,17-04-2023,26,214,2151,6,Delivered,COD
256492,17-04-2023,6,211,2143,10,Delivered,UPI
256493,17-04-2023,25,212,2147,7,Delivered,UPI
256494,17-04-2023,5,211,2141,1,Delivered,COD
256495,17-04-2023,20,214,2153,8,Delivered,COD
256496,17-04-2023,4,212,2145,7,Delivered,COD
256497,17-04-2023,23,214,2155,5,Delivered,Card
256498,17-04-2023,30,214,2153,1,Delivered,UPI
256499,17-04-2023,4,213,2149,3,Delivered,COD
256500,17-04-2023,9,214,2153,7,Delivered,UPI
256501,17-04-2023,1,212,2147,7,Delivered,UPI
256502,17-04-2023,4,214,2155,4,Delivered,Card
256503,17-04-2023,1,214,2151,7,Delivered,UPI
256504,17-04-2023,11,217,2165,3,Delivered,UPI
256505,17-04-2023,15,211,2142,1,Delivered,UPI
256506,17-04-2023,2,211,2141,6,Cancelled,COD
256507,17-04-2023,4,211,2141,5,Delivered,UPI
256508,17-04-2023,29,212,2147,5,Delivered,COD
256509,17-04-2023,4,214,2153,10,Delivered,UPI
256510,17-04-2023,13,211,2142,5,Delivered,UPI
256511,17-04-2023,20,212,2147,10,Delivered,UPI
256512,18-04-2023,30,211,2142,10,Cancelled,UPI
256513,18-04-2023,16,212,2145,1,Delivered,COD
256514,18-04-2023,11,212,2147,4,Delivered,COD
256515,18-04-2023,17,214,2153,4,Delivered,COD
256516,18-04-2023,18,217,2165,3,Delivered,UPI
256517,18-04-2023,25,212,2145,1,Cancelled,Card
256518,18-04-2023,25,212,2145,4,Delivered,UPI
256519,18-04-2023,14,217,2164,6,Delivered,UPI
256520,18-04-2023,19,211,2144,10,Delivered,COD
256521,18-04-2023,4,216,2161,1,Delivered,UPI
256522,18-04-2023,11,216,2162,7,Delivered,UPI
256523,18-04-2023,7,211,2141,2,Delivered,UPI
256524,18-04-2023,5,211,2143,3,Delivered,Card
256525,18-04-2023,18,212,2145,5,Delivered,UPI
256526,18-04-2023,19,214,2155,7,Delivered,UPI
256527,18-04-2023,4,214,2155,5,Delivered,UPI
256528,18-04-2023,30,212,2145,5,Delivered,UPI
256529,18-04-2023,3,212,2147,6,Delivered,UPI
256530,18-04-2023,18,211,2141,10,Delivered,Card
256531,18-04-2023,23,212,2147,8,Delivered,UPI
256532,18-04-2023,25,213,2150,5,Delivered,UPI
256533,18-04-2023,3,211,2142,3,Delivered,UPI
256534,18-04-2023,21,214,2152,2,Delivered,UPI
256535,18-04-2023,26,217,2164,4,Delivered,UPI
256536,18-04-2023,28,211,2144,9,Delivered,COD
256537,18-04-2023,8,214,2153,7,Delivered,UPI
256538,18-04-2023,1,212,2147,6,Delivered,UPI
256539,18-04-2023,29,217,2165,8,Delivered,UPI
256540,18-04-2023,4,212,2147,10,Delivered,UPI
256541,18-04-2023,10,211,2143,8,Delivered,UPI
256542,18-04-2023,4,217,2165,5,Delivered,UPI
256543,18-04-2023,19,211,2141,2,Delivered,UPI
256544,18-04-2023,4,211,2141,7,Delivered,UPI
256545,18-04-2023,25,211,2142,3,Delivered,UPI
256546,18-04-2023,8,212,2147,4,Delivered,UPI
256547,18-04-2023,17,212,2147,7,Delivered,UPI
256548,18-04-2023,1,211,2142,8,Delivered,Card
256549,18-04-2023,25,211,2142,7,Delivered,Card
256550,18-04-2023,28,214,2151,8,Delivered,UPI
256551,18-04-2023,4,214,2151,4,Delivered,UPI
256552,18-04-2023,14,217,2165,5,Delivered,COD
256553,18-04-2023,2,212,2147,1,Delivered,COD
256554,18-04-2023,16,212,2146,3,Delivered,UPI
256555,18-04-2023,8,213,2150,10,Delivered,UPI
256556,19-04-2023,24,217,2164,8,Delivered,UPI
256557,19-04-2023,6,212,2145,9,Delivered,UPI
256558,19-04-2023,10,211,2144,4,Delivered,UPI
256559,19-04-2023,1,217,2165,1,Delivered,COD
256560,19-04-2023,21,211,2143,1,Delivered,UPI
256561,19-04-2023,25,212,2147,5,Delivered,UPI
256562,19-04-2023,4,213,2150,5,Delivered,COD
256563,20-04-2023,4,211,2142,9,Cancelled,Card
256564,20-04-2023,25,212,2145,1,Delivered,Card
256565,20-04-2023,17,212,2145,9,Delivered,UPI
256566,20-04-2023,12,212,2146,4,Delivered,UPI
256567,20-04-2023,27,216,2163,3,Delivered,UPI
256568,20-04-2023,15,212,2146,10,Delivered,UPI
256569,20-04-2023,2,214,2155,9,Delivered,Card
256570,20-04-2023,4,217,2165,2,Delivered,UPI
256571,20-04-2023,25,212,2145,5,Delivered,UPI
256572,20-04-2023,11,212,2147,9,Delivered,COD
256573,20-04-2023,22,216,2160,4,Delivered,UPI
256574,20-04-2023,10,214,2155,9,Delivered,UPI
256575,20-04-2023,3,216,2163,9,Delivered,UPI
256576,20-04-2023,6,211,2143,3,Delivered,UPI
256577,20-04-2023,5,211,2144,4,Delivered,UPI
256578,20-04-2023,5,212,2147,4,Delivered,UPI
256579,21-04-2023,14,211,2142,1,Delivered,UPI
256580,21-04-2023,25,213,2148,2,Cancelled,COD
256581,21-04-2023,22,212,2147,6,Cancelled,UPI
256582,21-04-2023,3,212,2147,10,Delivered,COD
256583,22-04-2023,12,213,2150,2,Cancelled,UPI
256584,22-04-2023,10,214,2154,4,Delivered,UPI
256585,22-04-2023,3,213,2150,6,Delivered,COD
256586,22-04-2023,29,212,2147,6,Delivered,UPI
256587,22-04-2023,9,214,2154,4,Delivered,UPI
256588,22-04-2023,4,212,2145,6,Delivered,Card
256589,22-04-2023,19,213,2150,3,Delivered,UPI
256590,22-04-2023,4,212,2147,8,Delivered,UPI
256591,22-04-2023,25,211,2143,5,Delivered,UPI
256592,22-04-2023,25,212,2145,10,Delivered,UPI
256593,22-04-2023,13,214,2151,4,Delivered,UPI
256594,22-04-2023,25,214,2155,1,Delivered,UPI
256595,22-04-2023,25,217,2164,4,Delivered,COD
256596,22-04-2023,20,212,2147,8,Delivered,UPI
256597,22-04-2023,21,211,2144,8,Cancelled,UPI
256598,22-04-2023,11,213,2148,1,Delivered,UPI
256599,22-04-2023,4,212,2147,4,Delivered,Card
256600,22-04-2023,29,217,2164,8,Delivered,UPI
256601,22-04-2023,30,212,2147,3,Delivered,COD
256602,22-04-2023,5,212,2145,4,Delivered,UPI
256603,22-04-2023,28,216,2160,7,Delivered,COD
256604,22-04-2023,12,217,2165,2,Delivered,COD
256605,22-04-2023,16,213,2149,1,Cancelled,UPI
256606,22-04-2023,25,212,2147,8,Delivered,UPI
256607,22-04-2023,25,212,2146,7,Delivered,UPI
256614,22-04-2023,13,214,2154,7,Delivered,UPI
256615,22-04-2023,22,211,2142,1,Delivered,COD
256616,22-04-2023,4,212,2147,3,Delivered,UPI
256617,23-04-2023,25,212,2147,10,Delivered,UPI
256618,23-04-2023,25,213,2150,5,Delivered,UPI
256619,23-04-2023,3,212,2145,6,Delivered,UPI
256620,23-04-2023,14,211,2141,6,Cancelled,COD
256621,23-04-2023,25,214,2151,3,Delivered,UPI
256622,23-04-2023,2,212,2147,2,Delivered,COD
256623,23-04-2023,10,214,2151,5,Delivered,COD
256624,23-04-2023,7,214,2153,9,Delivered,COD
256625,23-04-2023,4,217,2165,3,Delivered,UPI
256626,23-04-2023,22,211,2142,5,Delivered,UPI
256627,23-04-2023,4,211,2141,5,Delivered,UPI
256628,23-04-2023,25,212,2147,8,Delivered,UPI
256629,24-04-2023,11,217,2165,7,Delivered,UPI
256630,24-04-2023,27,211,2142,6,Delivered,UPI
256631,24-04-2023,4,212,2147,9,Delivered,COD
256632,24-04-2023,5,211,2142,3,Delivered,UPI
256633,25-04-2023,22,214,2154,6,Delivered,UPI
256634,25-04-2023,29,211,2141,3,Delivered,COD
256635,25-04-2023,25,213,2149,6,Delivered,UPI
256636,25-04-2023,3,214,2155,8,Delivered,COD
256643,25-04-2023,20,212,2147,2,Delivered,UPI
256644,25-04-2023,14,216,2161,10,Delivered,UPI
256645,25-04-2023,20,213,2150,7,Delivered,UPI
256646,25-04-2023,19,216,2160,9,Cancelled,COD
256647,25-04-2023,27,217,2165,1,Delivered,UPI
256648,25-04-2023,8,212,2145,6,Delivered,UPI
256649,25-04-2023,25,211,2142,6,Delivered,UPI
256650,25-04-2023,4,211,2142,4,Delivered,COD
256651,25-04-2023,27,211,2144,7,Delivered,UPI
256652,25-04-2023,9,212,2147,2,Delivered,UPI
256653,25-04-2023,25,211,2141,7,Delivered,COD
256654,25-04-2023,19,211,2141,10,Delivered,UPI
256655,25-04-2023,11,211,2141,9,Delivered,UPI
256656,25-04-2023,4,212,2147,10,Delivered,COD
256657,25-04-2023,6,213,2150,5,Delivered,UPI
256658,25-04-2023,4,214,2155,2,Delivered,UPI
256659,25-04-2023,4,212,2145,1,Delivered,UPI
256660,26-04-2023,9,213,2150,2,Delivered,COD
256661,26-04-2023,26,213,2148,5,Delivered,UPI
256662,26-04-2023,19,213,2150,5,Delivered,UPI
256663,26-04-2023,4,211,2142,9,Delivered,COD
256664,26-04-2023,25,212,2145,7,Delivered,UPI
256665,26-04-2023,28,211,2142,10,Delivered,UPI
256666,26-04-2023,4,217,2164,4,Delivered,COD
256667,26-04-2023,27,213,2149,6,Delivered,UPI
256668,26-04-2023,25,211,2141,5,Delivered,UPI
256669,26-04-2023,20,212,2147,10,Delivered,COD
256670,26-04-2023,23,216,2161,2,Delivered,UPI
256671,26-04-2023,10,212,2147,8,Delivered,UPI
256672,26-04-2023,12,212,2145,2,Delivered,UPI
256673,26-04-2023,11,212,2145,6,Delivered,UPI
256674,26-04-2023,18,211,2142,8,Delivered,UPI
256675,26-04-2023,9,214,2154,10,Delivered,UPI
256676,26-04-2023,13,214,2155,4,Delivered,Card
256677,27-04-2023,12,213,2150,4,Delivered,COD
256678,27-04-2023,24,211,2142,10,Delivered,UPI
256679,27-04-2023,4,213,2149,3,Delivered,UPI
256680,27-04-2023,24,211,2141,5,Delivered,Card
256681,27-04-2023,22,216,2162,5,Delivered,UPI
256682,27-04-2023,1,213,2150,7,Delivered,UPI
256683,27-04-2023,9,211,2142,3,Delivered,UPI
256684,27-04-2023,23,216,2160,4,Delivered,COD
256685,27-04-2023,25,212,2147,2,Delivered,UPI
256686,27-04-2023,25,212,2146,3,Delivered,UPI
256687,27-04-2023,1,212,2147,7,Delivered,Card
256688,27-04-2023,5,216,2160,10,Delivered,UPI
256689,27-04-2023,18,212,2147,5,Delivered,COD
256690,27-04-2023,25,212,2145,10,Delivered,UPI
256691,27-04-2023,17,212,2145,1,Delivered,UPI
256692,27-04-2023,15,211,2141,2,Delivered,COD
256693,27-04-2023,2,211,2141,8,Delivered,UPI
256694,27-04-2023,17,212,2147,2,Cancelled,UPI
256695,27-04-2023,25,212,2147,2,Delivered,UPI
256696,28-04-2023,16,216,2160,7,Delivered,UPI
