order_id,orderDate,customer_id,Resturant_ID,Fooditem,quantity,deliver_status,payment_method
254714,03-02-2023,4,214,2155,3,Delivered,Card
254715,03-02-2023,30,214,2153,1,Delivered,COD
254716,03-02-2023,8,211,2141,6,Delivered,COD
254717,03-02-2023,15,211,2141,5,Delivered,COD
254718,03-02-2023,22,211,2143,7,Delivered,UPI
254719,03-02-2023,7,212,2145,5,Delivered,COD
254720,03-02-2023,4,217,2165,6,Delivered,COD
254721,03-02-2023,25,212,2145,9,Delivered,COD
254722,03-02-2023,29,212,2147,3,Delivered,Card
254723,03-02-2023,4,212,2145,4,Delivered,COD
254724,03-02-2023,27,211,2142,3,Delivered,UPI
254725,03-02-2023,4,212,2145,3,Delivered,UPI
254726,03-02-2023,6,211,2142,3,Delivered,UPI
254727,03-02-2023,22,211,2142,9,Delivered,UPI
254728,03-02-2023,22,211,2141,8,Cancelled,COD
254729,03-02-2023,8,211,2142,7,Cancelled,Card
254730,03-02-2023,4,214,2155,2,Cancelled,UPI
254731,03-02-2023,18,213,2148,7,Delivered,UPI
254732,03-02-2023,15,211,2142,6,Delivered,UPI
254733,03-02-2023,25,211,2141,7,Delivered,UPI
254734,03-02-2023,14,211,2143,6,Delivered,UPI
254735,03-02-2023,10,214,2155,2,Delivered,UPI
254736,03-02-2023,4,211,2143,9,Delivered,UPI
254737,03-02-2023,23,214,2153,8,Delivered,COD
254738,03-02-2023,4,214,2155,1,Delivered,UPI
254739,04-02-2023,26,211,2142,9,Delivered,COD
254740,04-02-2023,27,211,2142,10,Delivered,UPI
254741,04-02-2023,25,211,2142,3,Delivered,UPI
254742,04-02-2023,23,212,2147,4,Delivered,UPI
254743,04-02-2023,25,212,2147,10,Cancelled,UPI
254744,04-02-2023,4,213,2148,4,Delivered,COD
254745,04-02-2023,1,213,2149,8,Delivered,UPI
254746,04-02-2023,25,213,2149,5,Delivered,UPI
254747,04-02-2023,11,213,2150,1,Delivered,UPI
254748,04-02-2023,4,211,2142,5,Delivered,UPI
254749,04-02-2023,25,212,2145,9,Delivered,UPI
254750,04-02-2023,25,212,2146,1,Delivered,COD
254751,04-02-2023,3,211,2141,8,Delivered,COD
254752,04-02-2023,25,213,2150,5,Delivered,COD
254753,04-02-2023,8,216,2161,6,Delivered,UPI
254754,04-02-2023,14,216,2160,8,Delivered,UPI
254755,04-02-2023,4,213,2150,4,Delivered,COD
254756,04-02-2023,3,211,2142,8,Delivered,COD
254757,04-02-2023,4,213,2148,6,Delivered,Card
254758,04-02-2023,5,217,2165,2,Delivered,UPI
254759,04-02-2023,29,211,2141,2,Cancelled,UPI
254760,04-02-2023,1,216,2162,9,Cancelled,Card
254761,04-02-2023,10,214,2155,9,Delivered,UPI
254762,04-02-2023,4,212,2147,5,Delivered,COD
254763,04-02-2023,25,212,2145,9,Delivered,UPI
254764,04-02-2023,2,211,2142,1,Delivered,UPI
254765,04-02-2023,4,213,2149,1,Cancelled,UPI
254766,04-02-2023,28,216,2161,2,Delivered,UPI
254767,04-02-2023,4,216,2163,9,Delivered,COD
254768,04-02-2023,25,213,2148,5,Delivered,Card
254769,04-02-2023,25,216,2161,6,Delivered,UPI
254770,04-02-2023,27,214,2155,6,Delivered,UPI
254771,04-02-2023,1,217,2164,6,Delivered,Card
254772,04-02-2023,11,211,2142,1,Delivered,UPI
254773,04-02-2023,20,212,2145,5,Delivered,UPI
254774,04-02-2023,2,217,2167,2,Delivered,UPI
254775,04-02-2023,29,211,2142,8,Delivered,COD
254776,04-02-2023,21,214,2151,7,Delivered,UPI
254777,04-02-2023,1,216,2163,9,Delivered,UPI
254778,04-02-2023,23,212,2145,2,Delivered,COD
254779,04-02-2023,25,211,2143,9,Delivered,COD
254780,05-02-2023,4,212,2147,2,Delivered,UPI
254781,05-02-2023,4,213,2148,5,Delivered,Card
254782,05-02-2023,12,212,2145,1,Delivered,COD
254783,05-02-2023,25,212,2146,6,Delivered,UPI
254784,05-02-2023,25,211,2143,7,Delivered,COD
254785,05-02-2023,21,217,2165,6,Delivered,UPI
254786,05-02-2023,25,211,2141,1,Delivered,UPI
254787,05-02-2023,16,211,2144,8,Delivered,Card
254788,05-02-2023,9,211,2142,5,Delivered,COD
254789,05-02-2023,4,217,2167,9,Delivered,UPI
254790,05-02-2023,11,211,2142,3,Delivered,Card
254791,05-02-2023,24,214,2151,3,Delivered,UPI
254792,05-02-2023,25,212,2147,5,Cancelled,UPI
254793,05-02-2023,25,213,2149,7,Cancelled,UPI
254794,05-02-2023,4,213,2148,8,Delivered,UPI
254795,05-02-2023,2,214,2154,8,Delivered,COD
254796,05-02-2023,19,217,2165,10,Delivered,COD
254797,05-02-2023,28,211,2142,6,Delivered,UPI
254798,05-02-2023,28,211,2142,7,Delivered,COD
254799,05-02-2023,20,217,2165,8,Delivered,UPI
254800,05-02-2023,25,214,2154,5,Delivered,UPI
254801,05-02-2023,12,213,2148,4,Delivered,UPI
254802,05-02-2023,25,217,2164,6,Delivered,UPI
254803,05-02-2023,21,212,2147,9,Delivered,UPI
254804,05-02-2023,23,216,2160,10,Delivered,UPI
254805,05-02-2023,3,212,2147,8,Delivered,UPI
254806,05-02-2023,7,217,2165,7,Delivered,Card
254807,05-02-2023,25,212,2147,4,Delivered,UPI
254808,05-02-2023,4,217,2165,6,Delivered,Card
254809,05-02-2023,15,216,2160,1,Delivered,UPI
254810,05-02-2023,26,211,2144,7,Delivered,COD
254811,05-02-2023,23,214,2154,4,Delivered,UPI
254812,05-02-2023,25,214,2154,8,Delivered,UPI
254813,05-02-2023,10,211,2142,10,Cancelled,Card
254814,05-02-2023,22,212,2145,6,Cancelled,UPI
254815,05-02-2023,11,212,2147,5,Delivered,UPI
254816,06-02-2023,17,216,2160,3,Delivered,UPI
254817,06-02-2023,1,214,2153,10,Delivered,UPI
254818,06-02-2023,13,211,2141,8,Delivered,COD
254819,06-02-2023,14,213,2148,8,Delivered,UPI
254820,06-02-2023,4,212,2147,8,Delivered,UPI
254821,06-02-2023,13,217,2165,2,Delivered,COD
254822,06-02-2023,28,212,2147,3,Delivered,COD
254823,06-02-2023,25,216,2160,8,Delivered,COD
254824,06-02-2023,2,211,2141,7,Delivered,UPI
254825,06-02-2023,18,216,2163,3,Delivered,UPI
254826,07-02-2023,30,214,2154,4,Delivered,COD
254827,07-02-2023,27,211,2142,9,Delivered,UPI
254828,07-02-2023,4,211,2141,10,Delivered,Card
254829,07-02-2023,15,212,2147,6,Delivered,UPI
254830,07-02-2023,16,212,2145,10,Cancelled,UPI
254831,07-02-2023,28,211,2141,9,Cancelled,Card
254832,07-02-2023,28,217,2165,3,Delivered,UPI
254833,07-02-2023,8,211,2143,5,Delivered,UPI
254834,07-02-2023,4,212,2147,4,Delivered,COD
254835,07-02-2023,4,212,2147,8,Delivered,UPI
254836,07-02-2023,12,211,2143,7,Delivered,UPI
254837,07-02-2023,4,211,2142,4,Delivered,COD
254838,07-02-2023,30,213,2148,5,Delivered,COD
254839,07-02-2023,26,212,2147,10,Delivered,UPI
254840,07-02-2023,25,214,2155,2,Delivered,UPI
254841,07-02-2023,28,213,2149,6,Delivered,UPI
254842,07-02-2023,25,214,2155,1,Delivered,UPI
254843,07-02-2023,25,211,2141,5,Cancelled,Card
254844,07-02-2023,25,212,2145,4,Delivered,Card
254845,07-02-2023,4,211,2142,6,Delivered,UPI
254846,07-02-2023,1,211,2142,5,Cancelled,UPI
254847,07-02-2023,20,211,2142,2,Cancelled,UPI
254848,07-02-2023,17,212,2147,10,Delivered,COD
254849,07-02-2023,25,212,2147,5,Delivered,UPI
254850,07-02-2023,7,212,2145,6,Delivered,UPI
254851,07-02-2023,25,217,2164,7,Delivered,UPI
254852,07-02-2023,15,212,2145,4,Delivered,UPI
254853,07-02-2023,27,212,2146,10,Cancelled,UPI
254854,07-02-2023,4,213,2149,1,Delivered,COD
254855,07-02-2023,12,212,2147,6,Delivered,UPI
254856,07-02-2023,9,211,2141,9,Delivered,COD
254857,07-02-2023,23,217,2165,6,Delivered,UPI
254858,07-02-2023,23,214,2152,8,Delivered,UPI
254859,07-02-2023,20,212,2147,3,Delivered,COD
254860,08-02-2023,20,216,2161,5,Delivered,Card
254861,08-02-2023,25,212,2145,1,Delivered,COD
254862,08-02-2023,21,212,2147,10,Delivered,UPI
254863,08-02-2023,28,214,2155,1,Cancelled,Card
254864,08-02-2023,4,211,2143,4,Cancelled,UPI
254865,08-02-2023,1,213,2148,2,Cancelled,COD
254866,08-02-2023,17,213,2149,9,Delivered,COD
254867,08-02-2023,7,213,2149,5,Delivered,Card
254868,08-02-2023,25,212,2147,10,Delivered,UPI
254869,08-02-2023,21,213,2148,6,Cancelled,COD
254870,08-02-2023,23,213,2150,4,Delivered,UPI
254871,08-02-2023,11,211,2142,5,Delivered,UPI
254872,08-02-2023,25,217,2165,1,Delivered,UPI
254873,08-02-2023,25,213,2150,2,Delivered,UPI
254874,08-02-2023,11,213,2148,5,Cancelled,UPI
254875,08-02-2023,2,212,2147,6,Delivered,COD
254876,08-02-2023,4,211,2142,4,Delivered,UPI
254877,08-02-2023,9,213,2149,5,Delivered,UPI
254878,08-02-2023,7,217,2165,1,Delivered,COD
254879,08-02-2023,25,217,2165,8,Delivered,UPI
254880,08-02-2023,4,212,2145,2,Delivered,UPI
254881,08-02-2023,4,211,2141,9,Delivered,UPI
254882,08-02-2023,29,214,2151,9,Delivered,UPI
254883,08-02-2023,10,213,2150,8,Delivered,UPI
254884,08-02-2023,21,217,2166,6,Delivered,COD
254885,08-02-2023,19,214,2153,2,Delivered,UPI
254886,08-02-2023,28,217,2164,8,Delivered,UPI
254887,08-02-2023,25,211,2141,5,Delivered,COD
254888,08-02-2023,28,217,2165,10,Delivered,UPI
254889,08-02-2023,1,212,2147,4,Delivered,COD
254890,09-02-2023,17,211,2141,6,Delivered,Card
254891,09-02-2023,4,211,2142,5,Delivered,COD
254892,09-02-2023,15,212,2147,9,Delivered,UPI
254893,09-02-2023,3,213,2150,6,Delivered,COD
254894,09-02-2023,2,217,2166,7,Delivered,COD
254895,09-02-2023,9,211,2142,3,Delivered,UPI
254896,09-02-2023,25,213,2150,10,Delivered,COD
254897,09-02-2023,4,213,2148,6,Cancelled,UPI
254898,09-02-2023,30,214,2153,3,Delivered,UPI
254899,09-02-2023,5,214,2155,3,Delivered,UPI
254900,09-02-2023,4,212,2145,9,Delivered,COD
254901,09-02-2023,18,212,2147,5,Delivered,UPI
254902,09-02-2023,25,212,2145,8,Delivered,UPI
254903,09-02-2023,5,216,2161,1,Delivered,UPI
254904,09-02-2023,11,211,2141,7,Delivered,COD
254905,09-02-2023,4,211,2142,3,Delivered,COD
254906,09-02-2023,4,212,2145,1,Delivered,UPI
254907,09-02-2023,6,212,2147,2,Delivered,UPI
254908,09-02-2023,15,211,2142,7,Delivered,UPI
254909,09-02-2023,29,217,2165,6,Delivered,COD
254910,09-02-2023,21,212,2147,4,Delivered,Card
254911,09-02-2023,20,212,2147,10,Delivered,COD
254912,09-02-2023,28,216,2161,7,Delivered,UPI
254913,09-02-2023,7,217,2166,8,Delivered,COD
254914,09-02-2023,8,214,2154,2,Delivered,UPI
254915,09-02-2023,18,213,2150,3,Delivered,COD
254916,10-02-2023,16,213,2148,1,Delivered,COD
254917,10-02-2023,25,213,2150,1,Delivered,COD
254918,10-02-2023,25,213,2148,5,Delivered,UPI
254919,10-02-2023,24,212,2145,8,Delivered,UPI
254920,10-02-2023,15,216,2160,3,Delivered,Card
254921,10-02-2023,10,211,2141,3,Delivered,UPI
254922,10-02-2023,4,216,2161,4,Delivered,COD
254923,10-02-2023,4,211,2141,3,Delivered,UPI
254924,10-02-2023,12,212,2147,9,Delivered,UPI
254925,11-02-2023,12,213,2149,6,Delivered,COD
254926,11-02-2023,16,211,2143,1,Delivered,UPI
254927,11-02-2023,26,211,2143,9,Delivered,UPI
254928,11-02-2023,5,212,2147,3,Delivered,Card
254929,11-02-2023,9,211,2144,7,Delivered,COD
254930,11-02-2023,8,212,2147,6,Delivered,COD
254931,11-02-2023,2,212,2147,4,Delivered,UPI
254932,11-02-2023,25,214,2154,1,Delivered,COD
254933,11-02-2023,13,212,2147,8,Delivered,UPI
254934,11-02-2023,4,214,2154,1,Delivered,Card
254935,11-02-2023,25,214,2151,3,Delivered,COD
254936,11-02-2023,30,211,2142,8,Delivered,COD
254937,11-02-2023,29,211,2144,10,Delivered,UPI
254938,11-02-2023,5,211,2141,9,Delivered,COD
254939,11-02-2023,23,212,2147,5,Delivered,Card
254940,11-02-2023,21,211,2144,5,Delivered,UPI
254941,11-02-2023,25,214,2154,8,Delivered,UPI
254942,11-02-2023,21,212,2147,2,Delivered,UPI
254943,11-02-2023,4,216,2163,2,Delivered,UPI
254944,11-02-2023,25,217,2164,6,Delivered,UPI
254945,11-02-2023,22,211,2142,6,Delivered,UPI
254946,11-02-2023,25,214,2154,3,Delivered,UPI
254947,11-02-2023,7,212,2147,1,Delivered,UPI
254948,11-02-2023,22,211,2141,1,Delivered,UPI
254949,11-02-2023,25,212,2147,7,Delivered,UPI
254950,11-02-2023,29,217,2165,9,Delivered,UPI
254951,11-02-2023,19,211,2143,1,Delivered,UPI
254952,11-02-2023,25,211,2141,3,Delivered,COD
254953,11-02-2023,28,211,2142,9,Delivered,UPI
254954,11-02-2023,5,214,2151,2,Delivered,UPI
254955,11-02-2023,21,211,2142,6,Delivered,UPI
254956,11-02-2023,4,217,2164,2,Delivered,COD
254957,11-02-2023,28,211,2142,8,Delivered,COD
254958,11-02-2023,15,214,2154,2,Delivered,UPI
254959,11-02-2023,7,213,2150,5,Delivered,UPI
254960,11-02-2023,17,214,2155,8,Delivered,COD
254961,11-02-2023,4,211,2143,1,Delivered,UPI
254962,11-02-2023,4,217,2164,10,Delivered,COD
254963,11-02-2023,6,211,2144,6,Delivered,UPI
254964,11-02-2023,1,214,2154,1,Delivered,Card
254965,12-02-2023,25,214,2153,8,Delivered,UPI
254966,12-02-2023,5,217,2165,10,Cancelled,UPI
254967,12-02-2023,26,214,2153,8,Delivered,UPI
254968,12-02-2023,28,213,2149,2,Delivered,COD
254969,12-02-2023,10,213,2149,3,Delivered,UPI
254970,12-02-2023,25,211,2143,10,Delivered,Card
254971,12-02-2023,25,213,2150,4,Delivered,UPI
254972,12-02-2023,28,211,2142,3,Delivered,UPI
254973,12-02-2023,25,211,2142,1,Delivered,UPI
254974,12-02-2023,7,211,2142,2,Delivered,COD
254975,12-02-2023,12,211,2142,5,Delivered,UPI
254976,12-02-2023,17,212,2146,3,Delivered,UPI
254977,12-02-2023,25,214,2155,5,Delivered,Card
254978,12-02-2023,25,217,2166,5,Delivered,UPI
254979,12-02-2023,17,211,2143,5,Delivered,COD
254980,12-02-2023,29,211,2141,2,Delivered,UPI
254981,12-02-2023,15,211,2142,8,Delivered,Card
254982,12-02-2023,21,214,2151,2,Delivered,Card
254983,12-02-2023,21,211,2142,8,Delivered,UPI
254984,12-02-2023,13,211,2141,4,Delivered,COD
254985,12-02-2023,27,211,2142,9,Delivered,UPI
254986,12-02-2023,15,211,2142,2,Delivered,UPI
254987,12-02-2023,19,217,2165,9,Delivered,UPI
254988,12-02-2023,27,213,2149,5,Delivered,UPI
254989,12-02-2023,4,211,2142,9,Delivered,UPI
254990,12-02-2023,25,217,2164,1,Delivered,UPI
254991,12-02-2023,12,211,2141,3,Delivered,UPI
254992,13-02-2023,20,211,2142,9,Delivered,COD
254993,13-02-2023,2,212,2147,10,Delivered,COD
254994,13-02-2023,25,216,2163,3,Delivered,UPI
254995,13-02-2023,30,214,2152,7,Delivered,UPI
254996,13-02-2023,1,216,2160,5,Delivered,UPI
254997,13-02-2023,25,212,2147,7,Delivered,UPI
254998,13-02-2023,4,217,2165,6,Delivered,COD
254999,13-02-2023,21,213,2148,4,Delivered,UPI
255000,13-02-2023,6,211,2141,1,Delivered,UPI
255001,13-02-2023,5,212,2147,3,Delivered,Card
255002,13-02-2023,4,212,2146,9,Delivered,UPI
255003,13-02-2023,7,212,2145,10,Delivered,UPI
255004,13-02-2023,25,216,2161,9,Delivered,COD
255005,13-02-2023,25,211,2143,9,Delivered,UPI
255006,13-02-2023,2,213,2150,9,Delivered,UPI
255007,13-02-2023,23,217,2164,8,Delivered,COD
255008,13-02-2023,4,212,2145,9,Delivered,UPI
255009,13-02-2023,16,213,2150,6,Delivered,UPI
255010,13-02-2023,19,211,2141,6,Delivered,Card
255011,13-02-2023,27,212,2147,7,Delivered,UPI
255012,14-02-2023,6,213,2148,3,Delivered,Card
255013,14-02-2023,25,211,2142,8,Delivered,UPI
255014,14-02-2023,25,214,2154,3,Delivered,UPI
255015,14-02-2023,6,211,2141,1,Delivered,UPI
255016,14-02-2023,25,216,2163,10,Delivered,UPI
255017,14-02-2023,25,211,2142,8,Delivered,UPI
255018,14-02-2023,26,211,2142,6,Delivered,Card
255019,14-02-2023,4,212,2147,10,Delivered,COD
255020,14-02-2023,7,212,2145,3,Delivered,COD
255021,15-02-2023,5,212,2147,4,Delivered,COD
255022,15-02-2023,1,212,2145,7,Delivered,UPI
255023,15-02-2023,15,216,2163,5,Delivered,UPI
255024,15-02-2023,27,213,2150,8,Delivered,COD
255025,15-02-2023,3,214,2155,3,Delivered,COD
255026,15-02-2023,19,212,2147,1,Delivered,UPI
255027,15-02-2023,21,212,2147,7,Delivered,UPI
255028,15-02-2023,10,213,2150,7,Delivered,UPI
255029,15-02-2023,16,217,2165,3,Delivered,UPI
255030,15-02-2023,7,212,2147,9,Delivered,COD
255031,15-02-2023,11,212,2147,1,Delivered,COD
255032,15-02-2023,25,214,2155,8,Delivered,UPI
255033,15-02-2023,10,216,2160,1,Delivered,COD
255034,15-02-2023,4,212,2147,7,Delivered,COD
255035,15-02-2023,20,214,2155,8,Delivered,UPI
255036,15-02-2023,3,213,2150,7,Delivered,UPI
255037,15-02-2023,3,212,2147,8,Delivered,UPI
255038,15-02-2023,4,213,2148,6,Delivered,UPI
255039,15-02-2023,6,214,2154,5,Delivered,UPI
255040,15-02-2023,1,212,2147,3,Cancelled,COD
255041,15-02-2023,4,216,2163,1,Delivered,UPI
255042,15-02-2023,20,211,2142,8,Delivered,UPI
255043,15-02-2023,22,212,2145,2,Delivered,Card
255044,15-02-2023,1,211,2141,2,Cancelled,UPI
255045,15-02-2023,5,212,2145,4,Delivered,UPI
255046,15-02-2023,6,213,2148,6,Delivered,UPI
255047,15-02-2023,28,213,2148,9,Delivered,COD
255048,15-02-2023,4,213,2149,7,Delivered,COD
255049,15-02-2023,23,211,2143,8,Delivered,COD
255050,15-02-2023,21,217,2165,9,Delivered,COD
255051,15-02-2023,24,212,2147,3,Delivered,COD
255052,15-02-2023,20,216,2160,10,Delivered,UPI
255053,15-02-2023,1,216,2161,6,Delivered,COD
255054,15-02-2023,29,216,2160,1,Delivered,COD
255055,15-02-2023,15,213,2149,3,Delivered,Card
255056,15-02-2023,4,212,2147,8,Delivered,UPI
255057,15-02-2023,21,211,2141,2,Delivered,UPI
255058,15-02-2023,4,212,2147,6,Delivered,UPI
255059,15-02-2023,29,213,2148,8,Delivered,UPI
255060,15-02-2023,4,216,2163,8,Delivered,UPI
255061,15-02-2023,15,212,2147,2,Delivered,UPI
255062,15-02-2023,13,211,2141,8,Delivered,UPI
255063,15-02-2023,25,212,2147,3,Delivered,UPI
255064,15-02-2023,20,212,2145,4,Delivered,Card
255065,15-02-2023,25,211,2142,8,Delivered,COD
255066,15-02-2023,4,213,2148,1,Delivered,UPI
255067,15-02-2023,29,217,2164,1,Delivered,UPI
255068,15-02-2023,5,212,2146,8,Delivered,UPI
255069,15-02-2023,10,213,2149,3,Delivered,UPI
255070,16-02-2023,1,214,2154,2,Delivered,COD
255071,16-02-2023,7,212,2145,1,Delivered,UPI
255072,16-02-2023,25,212,2147,4,Cancelled,Card
255073,16-02-2023,5,214,2153,4,Delivered,UPI
255074,16-02-2023,22,211,2143,10,Delivered,UPI
255075,16-02-2023,28,214,2155,5,Delivered,UPI
255076,16-02-2023,19,217,2167,9,Delivered,UPI
255077,16-02-2023,25,211,2143,9,Delivered,UPI
255078,16-02-2023,4,211,2142,2,Cancelled,UPI
255079,16-02-2023,30,211,2142,8,Delivered,COD
255080,16-02-2023,2,211,2141,4,Delivered,COD
255081,16-02-2023,3,217,2164,5,Delivered,COD
255082,16-02-2023,25,217,2164,10,Delivered,COD
255083,16-02-2023,5,211,2142,4,Delivered,UPI
255084,16-02-2023,4,211,2141,10,Delivered,COD
255085,16-02-2023,25,211,2141,3,Delivered,COD
255086,16-02-2023,23,212,2147,8,Delivered,UPI
255087,16-02-2023,25,212,2145,1,Delivered,UPI
255088,16-02-2023,25,211,2142,7,Delivered,UPI
255089,16-02-2023,3,212,2145,1,Delivered,Card
255090,16-02-2023,6,213,2150,6,Delivered,UPI
255091,16-02-2023,4,212,2145,5,Delivered,Card
255092,16-02-2023,23,216,2160,2,Delivered,COD
255093,16-02-2023,4,212,2145,1,Delivered,Card
255094,16-02-2023,3,211,2143,8,Delivered,UPI
255095,16-02-2023,29,217,2166,2,Delivered,UPI
255096,16-02-2023,4,211,2142,6,Delivered,COD
255097,16-02-2023,5,211,2142,8,Delivered,UPI
255098,16-02-2023,18,216,2160,3,Delivered,UPI
255099,16-02-2023,28,212,2147,10,Delivered,UPI
255100,16-02-2023,30,212,2147,9,Delivered,UPI
255101,16-02-2023,6,214,2151,3,Delivered,UPI
255102,16-02-2023,21,214,2151,5,Delivered,COD
255103,16-02-2023,4,212,2147,6,Delivered,COD
255104,16-02-2023,7,212,2145,8,Delivered,UPI
255105,16-02-2023,10,216,2160,10,Delivered,UPI
255106,16-02-2023,8,214,2155,7,Delivered,UPI
255107,16-02-2023,25,216,2160,4,Delivered,COD
255108,16-02-2023,12,217,2164,6,Delivered,COD
255109,16-02-2023,11,212,2145,1,Delivered,COD
255110,16-02-2023,1,211,2142,1,Delivered,UPI
255111,17-02-2023,19,216,2163,8,Delivered,UPI
255112,17-02-2023,2,212,2147,9,Delivered,UPI
255113,17-02-2023,25,211,2142,5,Delivered,UPI
255114,17-02-2023,25,211,2143,7,Delivered,UPI
255115,17-02-2023,6,214,2152,6,Delivered,UPI
255116,17-02-2023,26,216,2160,5,Delivered,COD
255117,17-02-2023,6,213,2150,2,Delivered,UPI
255118,17-02-2023,12,211,2143,5,Delivered,COD
255119,17-02-2023,21,211,2144,5,Delivered,UPI
255120,17-02-2023,4,213,2150,4,Delivered,Card
255121,17-02-2023,11,211,2143,1,Delivered,UPI
255122,17-02-2023,29,216,2163,3,Delivered,UPI
255123,17-02-2023,4,212,2145,9,Delivered,UPI
255124,17-02-2023,9,214,2154,5,Delivered,UPI
255125,17-02-2023,8,212,2147,1,Delivered,UPI
255126,17-02-2023,12,211,2143,3,Delivered,Card
255127,17-02-2023,8,214,2151,6,Delivered,COD
255128,18-02-2023,25,212,2145,3,Delivered,COD
